age,sex,bmi,children,smoker,region,charges,SSN,Phone Number
41,male,28.405,1,no,northwest,6664.68595,778-94-8006,(279)866-8843x576
29,female,21.755,1,yes,northeast,16657.71745,714-08-4493,(629)582-7419x628
18,female,40.28,0,no,northeast,2217.6012,780-45-4422,9548895796
41,female,36.08,1,no,southeast,6781.3542,512-40-4331,001-103-340-7403
35,male,24.42,3,yes,southeast,19361.9988,889-46-4105,(773)535-6658x83360
53,male,21.4,1,no,southwest,10065.413,517-51-4762,4570785926
24,female,30.1,3,no,southwest,4234.927,382-08-9819,001-521-736-9141
48,female,27.265,1,no,northeast,9447.25035,746-02-2221,(649)395-8808x1534
59,female,32.1,3,no,southwest,14007.222,034-31-8356,+1-501-322-5119x46265
49,female,34.77,1,no,northwest,9583.8933,889-21-3071,2276829733
37,female,38.39,0,yes,southeast,40419.0191,473-47-3485,001-092-222-1500
26,male,23.7,2,no,southwest,3484.331,068-59-8517,758.433.6516
23,male,31.73,3,yes,northeast,36189.1017,886-76-5498,+1-430-796-3233x94175
29,male,35.5,2,yes,southwest,44585.45587,088-13-6618,+1-573-833-1282x35259
45,male,24.035,2,no,northeast,8604.48365,019-68-7029,+1-768-500-6399x59549
27,male,29.15,0,yes,southeast,18246.4955,624-20-2192,+1-848-439-3768x4468
53,male,34.105,0,yes,northeast,43254.41795,518-08-6504,632-181-6556
31,female,26.62,0,no,southeast,3757.8448,087-65-1828,+1-573-356-2978x792
50,male,26.41,0,no,northwest,8827.2099,064-43-9132,+1-851-422-0586
50,female,30.115,1,no,northwest,9910.35985,426-43-7854,240-969-4439x0650
34,male,27,2,no,southwest,11737.84884,429-37-0354,579.496.9543
19,male,21.755,0,no,northwest,1627.28245,382-12-6095,001-571-275-2877x75828
47,female,36,1,no,southwest,8556.907,632-48-1520,569-248-7002
28,male,30.875,0,no,northwest,3062.50825,207-63-3337,(886)558-1831
37,female,26.4,0,yes,southeast,19539.243,716-15-8604,(388)751-2608x0948
21,male,28.975,0,no,northwest,1906.35825,562-23-5051,(997)394-1650
64,male,37.905,0,no,northwest,14210.53595,365-74-4795,(665)539-2403x2530
58,female,22.77,0,no,southeast,11833.7823,351-34-0183,288.865.8331
24,male,33.63,4,no,northeast,17128.42608,818-33-5069,(689)782-0233x2105
31,male,27.645,2,no,northeast,5031.26955,651-70-8006,192.752.2080x19902
39,female,22.8,3,no,northeast,7985.815,090-49-1266,334-611-9228
47,female,27.83,0,yes,southeast,23065.4207,780-05-7370,4952808080
30,male,37.43,3,no,northeast,5428.7277,355-41-6049,+1-876-774-7897x1935
18,male,38.17,0,yes,southeast,36307.7983,189-55-8479,(443)157-3760
22,female,34.58,2,no,northeast,3925.7582,453-90-5240,604-477-3018
23,male,35.2,1,no,southwest,2416.955,501-31-3736,(342)318-9549x8134
33,male,27.1,1,yes,southwest,19040.876,407-16-7652,393.851.4826x81097
27,male,26.03,0,no,northeast,3070.8087,561-06-4532,001-903-012-7313x717
45,female,25.175,2,no,northeast,9095.06825,226-21-9839,509-933-8774x19867
57,female,31.825,0,no,northwest,11842.62375,536-63-0095,(205)891-2597
47,male,32.3,1,no,southwest,8062.764,379-64-4991,+1-703-877-0324x2597
42,female,29,1,no,southwest,7050.642,312-60-0957,001-218-663-5915x6090
64,female,39.7,0,no,southwest,14319.031,620-94-4350,001-793-484-1566x471
38,female,19.475,2,no,northwest,6933.24225,105-79-8083,010.708.1626x3477
61,male,36.1,3,no,southwest,27941.28758,658-04-8822,8852365069
53,female,26.7,2,no,southwest,11150.78,229-81-8259,+1-844-204-0859x65127
44,female,36.48,0,no,northeast,12797.20962,111-23-8191,001-856-259-7880x3233
19,female,28.88,0,yes,northwest,17748.5062,768-64-2944,+1-696-801-3862x81235
41,male,34.2,2,no,northwest,7261.741,345-37-6400,770.804.0625
51,male,33.33,3,no,southeast,10560.4917,357-58-9059,+1-332-118-6043x1040
40,male,32.3,2,no,northwest,6986.697,672-42-8330,233-905-0238
45,male,39.805,0,no,northeast,7448.40395,224-73-3558,987.086.8125x7817
35,male,34.32,3,no,southeast,5934.3798,492-55-9926,9725814753
53,male,28.88,0,no,northwest,9869.8102,559-16-4787,001-718-326-2410x685
30,male,24.4,3,yes,southwest,18259.216,413-62-2512,651-452-3434x702
18,male,41.14,0,no,southeast,1146.7966,007-38-0133,(125)566-2682x56560
51,male,35.97,1,no,southeast,9386.1613,263-46-9785,747.452.9842x554
50,female,27.6,1,yes,southwest,24520.264,657-72-0104,+1-987-564-7787
31,female,29.26,1,no,southeast,4350.5144,295-49-6270,026.289.3409
35,female,27.7,3,no,southwest,6414.178,643-77-7852,001-584-647-1963
60,male,36.955,0,no,northeast,12741.16745,281-57-4603,(417)928-9610
21,male,36.86,0,no,northwest,1917.3184,776-62-5717,(977)408-2342
29,male,22.515,3,no,northeast,5209.57885,120-64-5511,897-121-6786
62,female,29.92,0,no,southeast,13457.9608,263-16-0556,2958913470
39,female,41.8,0,no,southeast,5662.225,637-97-4482,6489599638
19,male,27.6,0,no,southwest,1252.407,169-42-1784,4725059334
22,female,23.18,0,no,northeast,2731.9122,489-72-0862,001-908-774-8955
53,male,20.9,0,yes,southeast,21195.818,382-63-4991,7741662457
39,female,31.92,2,no,northwest,7209.4918,886-29-3111,769.298.1447
27,male,28.5,0,yes,northwest,18310.742,726-56-6283,001-650-294-5979x786
30,male,44.22,2,no,southeast,4266.1658,899-06-9345,185.554.6907
30,female,22.895,1,no,northeast,4719.52405,504-61-8527,(749)889-0841x55025
58,female,33.1,0,no,southwest,11848.141,340-14-2992,001-057-602-7565
33,male,24.795,0,yes,northeast,17904.52705,132-19-1521,+1-394-486-0282x16596
42,female,26.18,1,no,southeast,7046.7222,518-79-3886,001-248-809-7018x68608
64,female,35.97,0,no,southeast,14313.8463,889-05-4774,385-967-7002
21,male,22.3,1,no,southwest,2103.08,283-10-9935,536.516.0735x83069
18,female,42.24,0,yes,southeast,38792.6856,695-65-8849,102-438-4154x696
23,male,26.51,0,no,southeast,1815.8759,296-59-0591,+1-016-910-0511x78734
45,female,35.815,0,no,northwest,7731.85785,018-78-6546,+1-864-623-8417
40,female,41.42,1,no,northwest,28476.73499,127-63-7530,(984)573-0096x87798
19,female,36.575,0,no,northwest,2136.88225,479-76-9446,001-624-973-8160x46056
18,male,30.14,0,no,southeast,1131.5066,565-60-2752,+1-470-687-0732
25,male,25.84,1,no,northeast,3309.7926,579-99-3266,(494)570-4508
46,female,30.8,3,no,southwest,9414.92,610-15-0631,001-431-976-4557x4120
33,female,42.94,3,no,northwest,6360.9936,276-62-6923,(874)711-4657x9872
54,male,21.01,2,no,southeast,11013.7119,393-49-6966,001-660-561-8629x5506
28,male,22.515,2,no,northeast,4428.88785,888-26-8368,(315)145-7245
36,male,34.43,2,no,southeast,5584.3057,204-36-9926,359-886-8137x3798
20,female,31.46,0,no,southeast,1877.9294,326-96-6166,+1-395-155-2321
24,female,24.225,0,no,northwest,2842.76075,538-12-4985,120-158-3896x34905
23,male,37.1,3,no,southwest,3597.596,610-47-4532,+1-140-639-7752x93879
47,female,26.125,1,yes,northeast,23401.30575,310-09-2117,990-184-1973
33,female,35.53,0,yes,northwest,55135.40209,055-44-7270,920.301.4371
45,male,33.7,1,no,southwest,7445.918,860-35-3301,001-586-830-5805x1202
26,male,17.67,0,no,northwest,2680.9493,354-54-5865,960-578-5281x644
18,female,31.13,0,no,southeast,1621.8827,126-29-0543,(463)844-6241x834
44,female,29.81,2,no,southeast,8219.2039,379-34-8057,055-767-8199
60,male,24.32,0,no,northwest,12523.6048,263-20-4819,118.508.8507x063
64,female,31.825,2,no,northeast,16069.08475,458-46-6606,001-702-954-5636x65224
56,male,31.79,2,yes,southeast,43813.8661,749-44-5305,819-038-3822x779
36,male,28.025,1,yes,northeast,20773.62775,160-32-4269,486-444-9329x0813
41,male,30.78,3,yes,northeast,39597.4072,803-32-2696,+1-639-363-0168
39,male,21.85,1,no,northwest,6117.4945,461-51-3540,(716)042-7047
63,male,33.1,0,no,southwest,13393.756,846-33-7246,956.586.7971x00171
36,female,25.84,0,no,northwest,5266.3656,310-86-5370,(426)233-7252
28,female,23.845,2,no,northwest,4719.73655,756-11-6297,568-784-1946x2820
58,male,34.39,0,no,northwest,11743.9341,270-14-8536,013-518-5287x70480
36,male,33.82,1,no,northwest,5377.4578,044-02-4387,001-933-926-0932
42,male,35.97,2,no,southeast,7160.3303,603-40-3343,332.061.1146
36,male,31.5,0,no,southwest,4402.233,072-66-4607,374-669-2383x585
56,female,28.31,0,no,northeast,11657.7189,892-48-9305,001-506-661-1963x32748
35,female,23.465,2,no,northeast,6402.29135,042-07-6936,+1-504-067-7753x4688
59,female,31.35,0,no,northwest,12622.1795,454-13-7615,001-625-385-8459x8759
21,male,31.1,0,no,southwest,1526.312,001-63-0368,(134)696-2684x45254
59,male,24.7,0,no,northeast,12323.936,754-75-1324,099-668-5368x095
23,female,32.78,2,yes,southeast,36021.0112,718-53-0026,(224)575-9324
57,female,29.81,0,yes,southeast,27533.9129,046-71-6287,001-886-104-0034x2478
53,male,30.495,0,no,northeast,10072.05505,789-22-1991,064.390.4531x787
60,female,32.45,0,yes,southeast,45008.9555,087-93-0563,823.567.6980x31108
51,female,34.2,1,no,southwest,9872.701,893-75-0361,856.765.5187
23,male,50.38,1,no,southeast,2438.0552,301-57-0875,001-624-135-9302x469
27,female,24.1,0,no,southwest,2974.126,721-95-8310,001-880-068-0325
55,male,32.775,0,no,northwest,10601.63225,632-95-9581,734-243-4535x105
37,female,30.78,0,yes,northeast,37270.1512,025-19-0336,001-230-937-1913x77323
61,male,32.3,2,no,northwest,14119.62,745-47-2989,+1-567-220-4787x01888
46,female,35.53,0,yes,northeast,42111.6647,696-05-0566,(703)041-3824
53,female,23.75,2,no,northeast,11729.6795,149-23-6359,134-368-4259x5442
49,female,23.845,3,yes,northeast,24106.91255,348-41-3371,5960787398
20,female,29.6,0,no,southwest,1875.344,434-10-4011,001-296-017-5012
48,female,33.11,0,yes,southeast,40974.1649,237-16-1537,740.243.7838
25,male,24.13,0,yes,northwest,15817.9857,162-89-3984,387.243.1120x587
25,female,32.23,1,no,southeast,18218.16139,069-52-4010,001-929-351-8392x409
57,male,28.1,0,no,southwest,10965.446,888-78-4221,119.265.5284x53659
37,female,47.6,2,yes,southwest,46113.511,121-36-1717,001-496-153-1194x53026
38,female,28,3,no,southwest,7151.092,791-52-6379,(855)869-5375
55,female,33.535,2,no,northwest,12269.68865,158-28-9920,943-898-8273x9971
36,female,19.855,0,no,northeast,5458.04645,828-29-1060,646-002-4282x5023
51,male,25.4,0,no,southwest,8782.469,838-92-7050,8678476040
40,male,29.9,2,no,southwest,6600.361,009-72-6269,001-405-569-6686x80706
18,male,37.29,0,no,southeast,1141.4451,428-79-3900,+1-310-618-9910x5513
57,male,43.7,1,no,southwest,11576.13,322-13-4626,(603)582-7765
61,male,23.655,0,no,northeast,13129.60345,064-06-0384,365.141.7600
25,female,24.3,3,no,southwest,4391.652,825-68-1582,(794)948-8486
50,male,36.2,0,no,southwest,8457.818,647-34-6501,(032)345-4016x740
26,female,29.48,1,no,southeast,3392.3652,457-05-9128,(444)454-3289
42,male,24.86,0,no,southeast,5966.8874,052-15-1264,099-803-8550x11332
43,male,30.1,1,no,southwest,6849.026,043-39-0528,5190297052
44,male,21.85,3,no,northeast,8891.1395,242-59-4616,001-096-878-7837x7251
23,female,28.12,0,no,northwest,2690.1138,657-71-5581,755-876-0181x7300
49,female,27.1,1,no,southwest,26140.3603,043-15-5093,8330407868
33,male,33.44,5,no,southeast,6653.7886,652-98-1898,392.626.4815x92131
41,male,28.8,1,no,southwest,6282.235,516-73-8969,(708)472-7599
37,female,29.5,2,no,southwest,6311.952,441-08-8302,623-439-9065x1889
22,male,34.8,3,no,southwest,3443.064,182-20-3615,539.065.1710
23,male,27.36,1,no,northwest,2789.0574,594-84-2547,(865)700-7776x13983
21,female,22.135,0,no,northeast,2585.85065,023-97-9685,(432)408-8940x1027
51,female,37.05,3,yes,northeast,46255.1125,020-93-8446,6850427916
25,male,26.695,4,no,northwest,4877.98105,719-17-4371,5197827722
32,male,28.93,1,yes,southeast,19719.6947,058-13-7239,(975)471-9932x7154
57,male,28.975,0,yes,northeast,27218.43725,366-09-3633,+1-719-047-1009x05465
36,female,30.02,0,no,northwest,5272.1758,104-04-5760,666.049.4375x714
22,male,39.5,0,no,southwest,1682.597,511-25-9468,521-059-1126x56441
57,male,33.63,1,no,northwest,11945.1327,421-13-6245,(056)561-4951
64,female,26.885,0,yes,northwest,29330.98315,685-83-5579,155-086-9657
36,female,29.04,4,no,southeast,7243.8136,223-66-6685,885-633-5636x849
54,male,24.035,0,no,northeast,10422.91665,687-11-2074,001-946-197-2008x887
47,male,38.94,2,yes,southeast,44202.6536,514-35-4976,250-501-3136
62,male,32.11,0,no,northeast,13555.0049,057-10-7890,639-123-3491
61,female,44,0,no,southwest,13063.883,228-90-4472,+1-816-400-3771
43,female,20.045,2,yes,northeast,19798.05455,381-22-5730,(242)919-4382x46991
19,male,25.555,1,no,northwest,2221.56445,863-28-1083,725.043.2769x5811
18,female,40.26,0,no,southeast,1634.5734,326-53-5826,+1-704-486-0362x70267
19,female,22.515,0,no,northwest,2117.33885,753-99-7821,001-699-614-3325x7136
49,male,22.515,0,no,northeast,8688.85885,888-48-1641,908.533.6669
60,male,40.92,0,yes,southeast,48673.5588,157-69-4621,001-934-890-5638x667
26,male,27.265,3,no,northeast,4661.28635,828-37-7942,(312)388-4148x639
49,male,36.85,0,no,southeast,8125.7845,843-37-8824,(063)720-9863x332
60,female,35.1,0,no,southwest,12644.589,417-96-9993,+1-057-550-9848x065
26,female,29.355,2,no,northeast,4564.19145,825-10-9436,001-362-057-8969x279
27,male,32.585,3,no,northeast,4846.92015,362-43-6610,+1-704-487-5883
44,female,32.34,1,no,southeast,7633.7206,415-99-0622,608-384-7169x00977
63,male,39.8,3,no,southwest,15170.069,597-62-6028,009.306.1538
32,female,24.6,0,yes,southwest,17496.306,891-63-3143,087.101.8549x8537
22,male,28.31,1,no,northwest,2639.0429,169-40-5654,8544943190
18,male,31.73,0,yes,northeast,33732.6867,718-39-2854,001-589-589-9612
59,female,26.695,3,no,northwest,14382.70905,420-34-1230,909-133-2665
44,female,27.5,1,no,southwest,7626.993,499-43-3061,6991123795
33,male,24.605,2,no,northwest,5257.50795,530-48-7226,916.395.6420x54603
24,female,33.99,0,no,southeast,2473.3341,438-07-2143,3703875760
43,female,26.885,0,yes,northwest,21774.32215,277-37-4249,+1-520-035-3676x6169
45,male,22.895,0,yes,northeast,35069.37452,798-99-5873,001-984-548-4391
61,female,28.2,0,no,southwest,13041.921,271-58-8142,263-178-1489
35,female,34.21,1,no,southeast,5245.2269,456-65-9237,(154)029-4772
62,female,25,0,no,southwest,13451.122,694-31-8830,479-773-2214
62,female,33.2,0,no,southwest,13462.52,832-21-9966,001-599-217-6221x286
38,male,31,1,no,southwest,5488.262,216-56-2690,(770)061-9162
34,male,35.815,0,no,northwest,4320.41085,542-59-2222,+1-024-513-8635x887
43,male,23.2,0,no,southwest,6250.435,009-60-5078,+1-529-045-6861x82972
50,male,32.11,2,no,northeast,25333.33284,552-23-2195,(000)548-9630x81336
19,female,23.4,2,no,southwest,2913.569,605-37-5599,425-644-2536x425
57,female,20.1,1,no,southwest,12032.326,223-08-7743,812-526-6540
62,female,39.16,0,no,southeast,13470.8044,504-58-0923,(324)218-6317x076
41,male,34.21,1,no,southeast,6289.7549,485-92-1365,(508)705-0161
26,male,46.53,1,no,southeast,2927.0647,188-46-0467,(370)386-7720
39,female,32.5,1,no,southwest,6238.298,380-53-7780,+1-777-159-0724x703
46,male,25.8,5,no,southwest,10096.97,078-38-1667,919-061-6245
45,female,35.3,0,no,southwest,7348.142,203-77-1470,+1-771-699-3055
32,male,37.18,2,no,southeast,4673.3922,217-75-5945,708-062-7044
59,female,27.5,0,no,southwest,12233.828,789-41-8048,901-312-9775x122
44,male,29.735,2,no,northeast,32108.66282,094-76-2404,001-408-099-3545x7302
39,female,24.225,5,no,northwest,8965.79575,644-30-6205,(190)227-6019
18,male,26.18,2,no,southeast,2304.0022,117-76-8688,(059)496-3368x352
53,male,29.48,0,no,southeast,9487.6442,311-23-8279,001-958-362-1582x011
18,male,23.21,0,no,southeast,1121.8739,558-25-9749,(997)503-9933
50,female,46.09,1,no,southeast,9549.5651,179-29-7208,476.144.5385
18,female,40.185,0,no,northeast,2217.46915,460-07-5526,440-796-1877x47023
19,male,22.61,0,no,northwest,1628.4709,315-32-6949,(055)302-3480x71631
62,male,39.93,0,no,southeast,12982.8747,442-14-5979,0712694611
56,female,35.8,1,no,southwest,11674.13,069-47-3081,(343)751-3467x310
42,male,35.8,2,no,southwest,7160.094,462-07-8841,321.413.5404
37,male,34.2,1,yes,northeast,39047.285,129-72-4779,+1-577-657-6016x09094
42,male,31.255,0,no,northwest,6358.77645,026-96-8911,519-978-4177x34238
25,male,29.7,3,yes,southwest,19933.458,720-55-8922,001-080-477-8574x657
57,male,18.335,0,no,northeast,11534.87265,234-78-2626,803-649-9930
51,male,42.9,2,yes,southeast,47462.894,675-18-5918,819-009-1190
30,female,28.405,1,no,northwest,4527.18295,333-28-2274,001-300-222-8935
44,male,30.2,2,yes,southwest,38998.546,591-50-2122,001-537-411-6727x6183
34,male,27.835,1,yes,northwest,20009.63365,405-52-7945,632-014-4842
31,male,39.49,1,no,southeast,3875.7341,870-59-9028,807.125.5511
54,male,30.8,1,yes,southeast,41999.52,396-87-1190,001-194-402-2171x20998
24,male,26.79,1,no,northwest,12609.88702,313-88-9358,+1-824-425-1893
43,male,34.96,1,yes,northeast,41034.2214,774-10-3433,303-637-4505x07002
48,male,36.67,1,no,northwest,28468.91901,837-85-0536,001-551-414-2736x5775
19,female,39.615,1,no,northwest,2730.10785,021-04-8136,(012)995-0563x422
29,female,25.9,0,no,southwest,3353.284,017-53-8149,001-409-353-0982x835
63,female,35.2,1,no,southeast,14474.675,798-34-7587,866-215-7127x57327
46,male,24.795,3,no,northeast,9500.57305,090-62-0454,(483)948-9142x210
52,male,36.765,2,no,northwest,26467.09737,373-32-4354,6666131987
35,male,27.1,1,no,southwest,4746.344,489-13-1977,+1-798-094-8197x7919
51,male,24.795,2,yes,northwest,23967.38305,243-51-2075,001-467-616-5819x4670
44,male,25.365,1,no,northwest,7518.02535,219-63-5777,499.613.7149x14837
21,male,25.745,2,no,northeast,3279.86855,574-19-6921,(882)655-5596
39,female,34.32,5,no,southeast,8596.8278,293-15-2520,6019538145
50,female,28.16,3,no,southeast,10702.6424,343-12-0166,8449525191
34,female,23.56,0,no,northeast,4992.3764,001-02-6809,(986)716-8261x28396
22,female,20.235,0,no,northwest,2527.81865,009-77-7447,878.610.1749x36968
19,female,40.5,0,no,southwest,1759.338,316-58-2704,+1-024-156-9534x34918
26,male,35.42,0,no,southeast,2322.6218,662-10-5744,153.870.7268x3975
29,male,22.895,0,yes,northeast,16138.76205,802-28-9989,011.552.3238x75757
48,male,40.15,0,no,southeast,7804.1605,742-16-3193,001-088-462-3295x958
26,male,29.15,1,no,southeast,2902.9065,678-74-6094,001-356-990-6203x1669
45,female,39.995,3,no,northeast,9704.66805,276-76-8178,959-827-1932x43810
36,female,29.92,0,no,southeast,4889.0368,219-68-3189,(855)319-3956
54,male,25.46,1,no,northeast,25517.11363,865-42-4591,950.525.0855x1204
34,male,21.375,0,no,northeast,4500.33925,477-38-8113,172.621.5854
31,male,25.9,3,yes,southwest,19199.944,301-29-1780,3678466631
27,female,30.59,1,no,northeast,16796.41194,624-10-3531,139.668.4839x010
20,male,30.115,5,no,northeast,4915.05985,895-58-5349,(272)583-2854
44,female,25.8,1,no,southwest,7624.63,602-69-4255,3088823243
43,male,30.115,3,no,northwest,8410.04685,331-38-7046,(642)290-4750
45,female,27.645,1,no,northwest,28340.18885,385-94-0417,001-275-729-6678
34,male,34.675,0,no,northeast,4518.82625,629-90-3952,001-090-919-5196x39081
24,female,20.52,0,yes,northeast,14571.8908,085-82-8981,312.003.5352
26,female,19.8,1,no,southwest,3378.91,439-09-3211,001-721-425-2233x9480
38,female,27.835,2,no,northeast,7144.86265,655-15-5992,001-737-974-6658
50,female,31.6,2,no,southwest,10118.424,887-85-7327,7520668794
38,male,28.27,1,no,southeast,5484.4673,075-15-2268,001-324-374-2514
27,female,20.045,3,yes,northwest,16420.49455,297-10-3049,(510)293-0551
39,female,23.275,3,no,northeast,7986.47525,562-21-3262,605-676-6389
39,female,34.1,3,no,southwest,7418.522,574-40-4613,599.350.8626x3002
63,female,36.85,0,no,southeast,13887.9685,524-12-7280,570-602-0713x991
33,female,36.29,3,no,northeast,6551.7501,740-22-0453,100.595.1442
36,female,26.885,0,no,northwest,5267.81815,142-64-5058,001-293-987-5020x715
30,male,22.99,2,yes,northwest,17361.7661,212-33-6263,001-253-056-3685x903
24,male,32.7,0,yes,southwest,34472.841,009-80-3894,001-904-140-1640
24,male,25.8,0,no,southwest,1972.95,574-11-6859,001-081-886-0585x40874
48,male,29.6,0,no,southwest,21232.18226,328-46-0118,+1-343-493-2353x987
47,male,19.19,1,no,northeast,8627.5411,365-48-1529,(393)071-1867
29,male,31.73,2,no,northwest,4433.3877,244-39-8975,3644916533
28,male,29.26,2,no,northeast,4438.2634,203-46-3934,0526938110
47,male,28.215,3,yes,northwest,24915.22085,606-32-1958,179-485-7077x09042
25,male,24.985,2,no,northeast,23241.47453,136-87-3608,(253)657-5967x78266
51,male,27.74,1,no,northeast,9957.7216,149-65-2980,001-362-571-5153
48,female,22.8,0,no,southwest,8269.044,112-61-4430,001-431-336-7869
43,male,20.13,2,yes,southeast,18767.7377,186-68-0451,+1-322-597-0636x8305
61,female,33.33,4,no,southeast,36580.28216,079-38-3147,001-790-666-9255x9961
48,male,32.3,1,no,northwest,8765.249,209-63-0139,(319)217-7435x44780
38,female,27.6,0,no,southwest,5383.536,882-34-2453,001-811-104-7514x5018
59,male,25.46,0,no,northwest,12124.9924,052-31-1072,875-844-0666x4681
19,female,24.605,1,no,northwest,2709.24395,790-49-3002,506.909.6557x1379
26,female,34.2,2,no,southwest,3987.926,204-07-2594,001-436-724-0832x65977
54,female,35.815,3,no,northwest,12495.29085,424-27-4700,580-906-9060
21,female,32.68,2,no,northwest,26018.95052,820-97-8260,861-412-1820x9732
51,male,37,0,no,southwest,8798.593,138-99-4471,452-324-1568x1003
22,female,31.02,3,yes,southeast,35595.5898,642-99-4002,(691)185-4146x3893
47,male,36.08,1,yes,southeast,42211.1382,801-98-3072,+1-029-304-7693x284
18,male,23.32,1,no,southeast,1711.0268,246-83-3710,001-204-388-8542x36564
47,female,45.32,1,no,southeast,8569.8618,561-70-7872,107.360.2338
21,female,34.6,0,no,southwest,2020.177,138-44-5481,+1-250-527-3668x071
19,male,26.03,1,yes,northwest,16450.8947,486-03-5381,333-408-8483
23,male,18.715,0,no,northwest,21595.38229,799-47-8701,058-730-6937x632
54,male,31.6,0,no,southwest,9850.432,648-76-5782,(823)769-7492x03470
37,female,17.29,2,no,northeast,6877.9801,869-10-3972,0746410535
46,female,23.655,1,yes,northwest,21677.28345,868-60-0178,096-494-8399x41264
55,female,35.2,0,yes,southeast,44423.803,488-20-7405,0861469623
30,female,27.93,0,no,northeast,4137.5227,143-49-9578,+1-677-292-4645x35304
18,male,21.565,0,yes,northeast,13747.87235,158-23-5100,922.794.5958
61,male,38.38,0,no,northwest,12950.0712,024-64-0314,(199)754-1095x64443
54,female,23,3,no,southwest,12094.478,804-48-0144,149-576-5659
22,male,37.07,2,yes,southeast,37484.4493,094-50-2311,(046)989-7492x252
45,female,30.495,1,yes,northwest,39725.51805,599-24-0955,(601)288-3168x5628
22,male,28.88,0,no,northeast,2250.8352,086-09-3361,917.519.9513x957
19,male,27.265,2,no,northwest,22493.65964,740-58-7578,4509222846
35,female,28.025,0,yes,northwest,20234.85475,714-71-4399,(006)056-2850x715
18,male,23.085,0,no,northeast,1704.70015,052-47-1131,003.456.2281
20,male,30.685,0,yes,northeast,33475.81715,016-14-4243,001-448-259-6655
28,female,25.8,0,no,southwest,3161.454,253-18-7797,(143)454-1409
55,male,35.245,1,no,northeast,11394.06555,355-46-5281,1007221435
43,female,24.7,2,yes,northwest,21880.82,521-97-3161,+1-500-491-9511x00609
43,female,25.08,0,no,northeast,7325.0482,744-24-5000,(658)911-5925
22,male,52.58,1,yes,southeast,44501.3982,141-33-2480,560.209.6791
25,female,22.515,1,no,northwest,3594.17085,859-23-9556,008.104.2915x997
49,male,30.9,0,yes,southwest,39727.614,291-18-8093,(498)983-2514
44,female,36.955,1,no,northwest,8023.13545,386-61-5425,175.929.9508x6108
64,male,26.41,0,no,northeast,14394.5579,756-32-8188,861.248.3920
49,male,29.83,1,no,northeast,9288.0267,840-75-9421,001-965-842-0031x6366
47,male,29.8,3,yes,southwest,25309.489,569-63-5899,+1-480-068-9580x478
27,female,21.47,0,no,northwest,3353.4703,120-90-2925,+1-601-249-9376x21717
55,male,27.645,0,no,northwest,10594.50155,758-47-3310,239-100-0595
48,female,28.9,0,no,southwest,8277.523,094-71-3670,030.265.9977x1372
45,female,31.79,0,no,southeast,17929.30337,777-43-0687,703.638.5125x25971
24,female,39.49,0,no,southeast,2480.9791,829-91-3214,+1-215-022-5084x37165
32,male,33.82,1,no,northwest,4462.7218,709-05-7253,+1-460-291-7368x7612
24,male,32.01,0,no,southeast,1981.5819,758-09-3080,001-172-520-2486x6279
57,male,27.94,1,no,southeast,11554.2236,763-98-1555,(952)139-5481
59,male,41.14,1,yes,southeast,48970.2476,274-80-4269,545-427-7310
36,male,28.595,3,no,northwest,6548.19505,743-24-6633,968.983.4877
29,female,25.6,4,no,southwest,5708.867,839-20-8223,036-029-8742x3258
42,female,25.3,1,no,southwest,7045.499,427-80-8275,8108517940
48,male,37.29,2,no,southeast,8978.1851,677-68-0349,001-190-661-2831x2345
39,male,42.655,0,no,northeast,5757.41345,701-22-0257,+1-156-512-9030x55303
63,male,21.66,1,no,northwest,14349.8544,748-92-4543,446.793.5229
54,female,31.9,1,no,southeast,10928.849,588-61-4307,(622)071-1508
37,male,37.07,1,yes,southeast,39871.7043,072-80-3967,699.461.0032x21863
63,male,31.445,0,no,northeast,13974.45555,265-92-9722,(090)625-2347x260
21,male,31.255,0,no,northwest,1909.52745,037-92-7999,6785587732
54,female,28.88,2,no,northeast,12096.6512,817-08-2372,672-658-8269
60,female,18.335,0,no,northeast,13204.28565,208-27-7500,+1-042-691-5009x14831
32,female,29.59,1,no,southeast,4562.8421,419-58-0564,+1-259-670-9061
47,female,32,1,no,southwest,8551.347,802-02-6466,(368)355-3339
21,male,26.03,0,no,northeast,2102.2647,573-35-6063,505-303-8728
28,male,31.68,0,yes,southeast,34672.1472,658-57-5739,+1-687-680-5050x4923
63,male,33.66,3,no,southeast,15161.5344,385-15-2080,001-301-308-2826x9444
18,male,21.78,2,no,southeast,11884.04858,770-87-3920,(189)842-8201x67242
32,male,27.835,1,no,northwest,4454.40265,133-87-5241,001-862-119-0661x51436
38,male,19.95,1,no,northwest,5855.9025,466-54-8036,001-317-939-6814x984
32,male,31.5,1,no,southwest,4076.497,309-26-3503,(629)601-4725
62,female,30.495,2,no,northwest,15019.76005,270-16-0308,(563)415-5207x26074
39,female,18.3,5,yes,southwest,19023.26,873-16-9361,719.887.6391
55,male,28.975,0,no,northeast,10796.35025,868-38-1692,+1-352-550-9648x86409
57,male,31.54,0,no,northwest,11353.2276,015-66-1204,001-959-193-7634x64052
52,male,47.74,1,no,southeast,9748.9106,804-14-9286,023.746.7409x28301
56,male,22.1,0,no,southwest,10577.087,767-72-8333,575-204-9393
47,male,36.19,0,yes,southeast,41676.0811,113-66-8960,(502)350-0517
